DeliveryDate,HourEnding,AncillaryType,MCPC,DSTFlag
12/18/2025,02:00,REGUP,1.05,N
12/18/2025,02:00,REGDN,0.53,N
12/18/2025,03:00,NSPIN,2.59,N
12/18/2025,03:00,ECRS,0.7,N
12/18/2025,03:00,RRS,0.61,N
12/18/2025,03:00,REGDN,0.79,N
12/18/2025,03:00,REGUP,1.01,N
12/18/2025,04:00,ECRS,0.6,N
12/18/2025,04:00,NSPIN,2.7,N
12/18/2025,04:00,RRS,0.6,N
12/18/2025,04:00,REGUP,0.92,N
12/18/2025,04:00,REGDN,0.84,N
12/18/2025,05:00,ECRS,0.65,N
12/18/2025,05:00,RRS,0.65,N
12/18/2025,05:00,NSPIN,2.74,N
12/18/2025,05:00,REGUP,1.08,N
12/18/2025,05:00,REGDN,0.44,N
12/18/2025,06:00,ECRS,0.89,N
12/18/2025,06:00,REGDN,0.58,N
12/18/2025,06:00,REGUP,0.86,N
12/18/2025,06:00,RRS,0.89,N
12/18/2025,06:00,NSPIN,3,N
12/18/2025,07:00,ECRS,1,N
12/18/2025,07:00,REGDN,0.02,N
12/18/2025,07:00,REGUP,0.97,N
12/18/2025,07:00,RRS,1,N
12/18/2025,07:00,NSPIN,3.5,N
12/18/2025,08:00,ECRS,2.5,N
12/18/2025,08:00,NSPIN,3.5,N
12/18/2025,08:00,RRS,2.5,N
12/18/2025,08:00,REGUP,3.66,N
12/18/2025,08:00,REGDN,0.01,N
12/18/2025,09:00,ECRS,2.09,N
12/18/2025,09:00,REGDN,1.2,N
12/18/2025,09:00,REGUP,2,N
12/18/2025,09:00,RRS,2,N
12/18/2025,09:00,NSPIN,3,N
12/18/2025,10:00,ECRS,1.35,N
12/18/2025,10:00,NSPIN,2.25,N
12/18/2025,10:00,RRS,1.25,N
12/18/2025,10:00,REGDN,0.65,N
12/18/2025,10:00,REGUP,1.41,N
12/18/2025,11:00,NSPIN,1.7,N
12/18/2025,11:00,ECRS,0.8,N
12/18/2025,11:00,RRS,0.64,N
12/18/2025,11:00,REGDN,1.75,N
12/18/2025,11:00,REGUP,0.81,N
12/18/2025,12:00,ECRS,0.5,N
12/18/2025,12:00,RRS,0.49,N
12/18/2025,12:00,NSPIN,1.73,N
12/18/2025,12:00,REGUP,0.53,N
12/18/2025,12:00,REGDN,1,N
12/18/2025,13:00,ECRS,0.5,N
12/18/2025,13:00,NSPIN,1.5,N
12/18/2025,13:00,RRS,0.45,N
12/18/2025,13:00,REGUP,0.52,N
12/18/2025,13:00,REGDN,1.68,N
12/18/2025,14:00,ECRS,0.56,N
12/18/2025,14:00,NSPIN,1.42,N
12/18/2025,14:00,RRS,0.56,N
12/18/2025,14:00,REGUP,0.69,N
12/18/2025,14:00,REGDN,0.38,N
12/18/2025,15:00,ECRS,0.65,N
12/18/2025,15:00,NSPIN,1.06,N
12/18/2025,15:00,RRS,0.55,N
12/18/2025,15:00,REGUP,0.8,N
12/18/2025,15:00,REGDN,3.78,N
12/18/2025,16:00,NSPIN,1.26,N
12/18/2025,16:00,ECRS,0.72,N
12/18/2025,16:00,RRS,0.53,N
12/18/2025,16:00,REGDN,14.29,N
12/18/2025,16:00,REGUP,0.85,N
12/18/2025,17:00,ECRS,0.89,N
12/18/2025,17:00,NSPIN,1.5,N
12/18/2025,17:00,RRS,0.79,N
12/18/2025,17:00,REGUP,1.82,N
12/18/2025,17:00,REGDN,20,N
12/18/2025,18:00,ECRS,0.88,N
12/18/2025,18:00,RRS,0.88,N
12/18/2025,18:00,NSPIN,3.74,N
12/18/2025,18:00,REGUP,0.84,N
12/18/2025,18:00,REGDN,7,N
12/18/2025,19:00,NSPIN,5.6,N
12/18/2025,19:00,ECRS,0.89,N
12/18/2025,19:00,RRS,0.89,N
12/18/2025,19:00,REGDN,0.02,N
12/18/2025,19:00,REGUP,0.81,N
12/18/2025,20:00,ECRS,2,N
12/18/2025,20:00,NSPIN,5.94,N
12/18/2025,20:00,RRS,2,N
12/18/2025,20:00,REGDN,0.01,N
12/18/2025,20:00,REGUP,1.9,N
12/18/2025,21:00,ECRS,3,N
12/18/2025,21:00,NSPIN,5.28,N
12/18/2025,21:00,RRS,2.91,N
12/18/2025,21:00,REGUP,2.91,N
12/18/2025,21:00,REGDN,0.03,N
12/18/2025,22:00,NSPIN,5.13,N
12/18/2025,22:00,ECRS,3,N
12/18/2025,22:00,RRS,2.95,N
12/18/2025,22:00,REGDN,1.65,N
12/18/2025,22:00,REGUP,2.95,N
12/18/2025,23:00,ECRS,3,N
12/18/2025,23:00,NSPIN,5,N
12/18/2025,23:00,RRS,3,N
12/18/2025,23:00,REGUP,3.77,N
12/18/2025,23:00,REGDN,1.72,N
12/18/2025,24:00,ECRS,3.14,N
12/18/2025,24:00,NSPIN,5,N
12/18/2025,24:00,RRS,3.14,N
12/18/2025,24:00,REGUP,3.71,N
12/18/2025,24:00,REGDN,1.33,N
12/19/2025,01:00,ECRS,1.22,N
12/19/2025,01:00,REGUP,1.12,N
12/19/2025,01:00,REGDN,1,N
12/19/2025,01:00,RRS,1.13,N
12/19/2025,01:00,NSPIN,3.18,N
12/19/2025,02:00,ECRS,1.09,N
12/19/2025,02:00,REGDN,0.9,N
12/19/2025,02:00,REGUP,1.9,N
12/19/2025,02:00,RRS,1,N
12/19/2025,02:00,NSPIN,3.31,N
12/19/2025,03:00,ECRS,1.31,N
12/19/2025,03:00,NSPIN,3.17,N
12/19/2025,03:00,RRS,1.22,N
12/19/2025,03:00,REGUP,1.94,N
12/19/2025,03:00,REGDN,0.76,N
12/19/2025,04:00,ECRS,0.88,N
12/19/2025,04:00,NSPIN,3.18,N
12/19/2025,04:00,RRS,0.79,N
12/19/2025,04:00,REGUP,1.51,N
12/19/2025,04:00,REGDN,0.79,N
12/19/2025,05:00,NSPIN,3.21,N
12/19/2025,05:00,ECRS,0.88,N
12/19/2025,05:00,RRS,0.87,N
12/19/2025,05:00,REGDN,0.81,N
12/19/2025,05:00,REGUP,1.59,N
12/19/2025,06:00,ECRS,1.15,N
12/19/2025,06:00,REGDN,0.76,N
12/19/2025,06:00,REGUP,1.06,N
12/19/2025,06:00,RRS,1.15,N
12/19/2025,06:00,NSPIN,4.22,N
12/19/2025,07:00,ECRS,3,N
12/19/2025,07:00,REGDN,0.01,N
12/19/2025,07:00,REGUP,5.29,N
12/19/2025,07:00,RRS,3,N
12/19/2025,07:00,NSPIN,4.7,N
12/19/2025,08:00,ECRS,3.75,N
12/19/2025,08:00,NSPIN,4.75,N
12/19/2025,08:00,RRS,3.75,N
12/19/2025,08:00,REGUP,4.54,N
12/19/2025,08:00,REGDN,0.6,N
12/19/2025,09:00,ECRS,3,N
12/19/2025,09:00,RRS,2.9,N
12/19/2025,09:00,NSPIN,3,N
12/19/2025,09:00,REGUP,3.1,N
12/19/2025,09:00,REGDN,1.89,N
12/19/2025,10:00,ECRS,2.09,N
12/19/2025,10:00,NSPIN,2.19,N
12/19/2025,10:00,RRS,1.99,N
12/19/2025,10:00,REGUP,2.1,N
12/19/2025,10:00,REGDN,1.13,N
12/19/2025,11:00,ECRS,1.15,N
12/19/2025,11:00,REGDN,0.58,N
12/19/2025,11:00,REGUP,1.12,N
12/19/2025,11:00,RRS,1.05,N
12/19/2025,11:00,NSPIN,1.99,N
12/19/2025,12:00,ECRS,0.66,N
12/19/2025,12:00,NSPIN,1.71,N
12/19/2025,12:00,RRS,0.57,N
12/19/2025,12:00,REGUP,0.6,N
12/19/2025,12:00,REGDN,0.39,N
12/19/2025,13:00,ECRS,0.49,N
12/19/2025,13:00,NSPIN,1.5,N
12/19/2025,13:00,RRS,0.4,N
12/19/2025,13:00,REGUP,0.4,N
12/19/2025,13:00,REGDN,0.39,N
12/19/2025,14:00,ECRS,0.47,N
12/19/2025,14:00,REGDN,0.39,N
12/19/2025,14:00,REGUP,0.39,N
12/19/2025,14:00,RRS,0.37,N
12/19/2025,14:00,NSPIN,1.36,N
12/19/2025,15:00,ECRS,0.53,N
12/19/2025,15:00,NSPIN,1.07,N
12/19/2025,15:00,RRS,0.4,N
12/19/2025,15:00,REGDN,1.2,N
12/19/2025,15:00,REGUP,0.48,N
12/19/2025,16:00,ECRS,0.64,N
12/19/2025,16:00,NSPIN,1.18,N
12/19/2025,16:00,RRS,0.45,N
12/19/2025,16:00,REGUP,0.66,N
12/19/2025,16:00,REGDN,2.21,N
12/19/2025,17:00,NSPIN,1.5,N
12/19/2025,17:00,ECRS,0.57,N
12/19/2025,17:00,RRS,0.5,N
12/19/2025,17:00,REGDN,0.37,N
12/19/2025,17:00,REGUP,0.97,N
12/19/2025,18:00,ECRS,2,N
12/19/2025,18:00,NSPIN,3,N
12/19/2025,18:00,RRS,1.29,N
12/19/2025,18:00,REGUP,2.71,N
12/19/2025,18:00,REGDN,0.01,N
12/19/2025,19:00,ECRS,1.71,N
12/19/2025,19:00,RRS,1,N
12/19/2025,19:00,NSPIN,3.47,N
12/19/2025,19:00,REGUP,1.62,N
12/19/2025,19:00,REGDN,0.14,N
12/19/2025,20:00,ECRS,2.09,N
12/19/2025,20:00,NSPIN,3.5,N
12/19/2025,20:00,RRS,2,N
12/19/2025,20:00,REGUP,2.14,N
12/19/2025,20:00,REGDN,0.58,N
12/19/2025,21:00,ECRS,1.2,N
12/19/2025,21:00,NSPIN,3.01,N
12/19/2025,21:00,RRS,1.16,N
12/19/2025,21:00,REGUP,1.2,N
12/19/2025,21:00,REGDN,0.66,N
12/19/2025,22:00,REGDN,0.51,N
12/19/2025,22:00,ECRS,1.27,N
12/19/2025,22:00,NSPIN,3,N
12/19/2025,22:00,RRS,1.18,N
12/19/2025,22:00,REGUP,1.25,N
12/19/2025,23:00,ECRS,2,N
12/19/2025,23:00,NSPIN,3.24,N
12/19/2025,23:00,RRS,1.98,N
12/19/2025,23:00,REGUP,1.95,N
12/19/2025,23:00,REGDN,0.67,N
12/19/2025,24:00,ECRS,2.09,N
12/19/2025,24:00,NSPIN,3.24,N
12/19/2025,24:00,RRS,2,N
12/19/2025,24:00,REGUP,2.11,N
12/19/2025,24:00,REGDN,0.62,N
12/20/2025,01:00,ECRS,0.38,N
12/20/2025,01:00,REGDN,0.52,N
12/20/2025,01:00,REGUP,0.17,N
12/20/2025,01:00,NSPIN,3,N
12/20/2025,01:00,RRS,0.19,N
12/20/2025,02:00,ECRS,0.53,N
12/20/2025,02:00,NSPIN,3,N
12/20/2025,02:00,RRS,0.44,N
12/20/2025,02:00,REGUP,0.53,N
12/20/2025,02:00,REGDN,0.29,N
12/20/2025,03:00,NSPIN,2.7,N
12/20/2025,03:00,ECRS,0.48,N
12/20/2025,03:00,RRS,0.39,N
12/20/2025,03:00,REGDN,0.29,N
12/20/2025,03:00,REGUP,0.48,N
12/20/2025,04:00,ECRS,0.53,N
12/20/2025,04:00,NSPIN,2.51,N
12/20/2025,04:00,RRS,0.44,N
12/20/2025,04:00,REGUP,0.82,N
12/20/2025,04:00,REGDN,1,N
12/20/2025,05:00,ECRS,0.5,N
12/20/2025,05:00,RRS,0.49,N
12/20/2025,05:00,NSPIN,2.67,N
12/20/2025,05:00,REGUP,0.79,N
12/20/2025,05:00,REGDN,0.59,N
12/20/2025,06:00,ECRS,0.5,N
12/20/2025,06:00,REGDN,0.55,N
12/20/2025,06:00,REGUP,0.46,N
12/20/2025,06:00,RRS,0.5,N
12/20/2025,06:00,NSPIN,2.65,N
12/20/2025,07:00,ECRS,0.81,N
12/20/2025,07:00,REGDN,0.01,N
12/20/2025,07:00,REGUP,0.71,N
12/20/2025,07:00,RRS,0.81,N
12/20/2025,07:00,NSPIN,3,N
12/20/2025,08:00,ECRS,2.5,N
12/20/2025,08:00,NSPIN,3,N
12/20/2025,08:00,RRS,2.5,N
12/20/2025,08:00,REGUP,3.25,N
12/20/2025,08:00,REGDN,0.01,N
12/20/2025,09:00,ECRS,1.27,N
12/20/2025,09:00,REGDN,0.78,N
12/20/2025,09:00,REGUP,1.27,N
12/20/2025,09:00,RRS,1.27,N
12/20/2025,09:00,NSPIN,2.05,N
12/20/2025,10:00,ECRS,1,N
12/20/2025,10:00,NSPIN,1.65,N
12/20/2025,10:00,RRS,1,N
12/20/2025,10:00,REGDN,1,N
12/20/2025,10:00,REGUP,1.47,N
12/20/2025,11:00,NSPIN,1.63,N
12/20/2025,11:00,ECRS,0.65,N
12/20/2025,11:00,RRS,0.5,N
12/20/2025,11:00,REGDN,0.83,N
12/20/2025,11:00,REGUP,0.72,N
12/20/2025,12:00,ECRS,0.43,N
12/20/2025,12:00,RRS,0.34,N
12/20/2025,12:00,NSPIN,1.7,N
12/20/2025,12:00,REGUP,0.98,N
12/20/2025,12:00,REGDN,2.4,N
12/20/2025,13:00,ECRS,0.42,N
12/20/2025,13:00,NSPIN,1.5,N
12/20/2025,13:00,RRS,0.33,N
12/20/2025,13:00,REGUP,0.89,N
12/20/2025,13:00,REGDN,2.35,N
12/20/2025,14:00,ECRS,0.53,N
12/20/2025,14:00,NSPIN,1.07,N
12/20/2025,14:00,RRS,0.44,N
12/20/2025,14:00,REGUP,0.78,N
12/20/2025,14:00,REGDN,3.25,N
12/20/2025,15:00,ECRS,0.51,N
12/20/2025,15:00,NSPIN,1.04,N
12/20/2025,15:00,RRS,0.42,N
12/20/2025,15:00,REGUP,0.8,N
12/20/2025,15:00,REGDN,7.42,N
12/20/2025,16:00,NSPIN,1.12,N
12/20/2025,16:00,ECRS,0.54,N
12/20/2025,16:00,RRS,0.49,N
12/20/2025,16:00,REGDN,4.47,N
12/20/2025,16:00,REGUP,0.9,N
12/20/2025,17:00,ECRS,0.6,N
12/20/2025,17:00,NSPIN,1.2,N
12/20/2025,17:00,RRS,0.57,N
12/20/2025,17:00,REGUP,0.56,N
12/20/2025,17:00,REGDN,8.29,N
12/20/2025,18:00,ECRS,3,N
12/20/2025,18:00,RRS,3,N
12/20/2025,18:00,NSPIN,3,N
12/20/2025,18:00,REGUP,4.3,N
12/20/2025,18:00,REGDN,0.01,N
12/20/2025,19:00,NSPIN,3.67,N
12/20/2025,19:00,ECRS,1.27,N
12/20/2025,19:00,RRS,1.27,N
12/20/2025,19:00,REGDN,0.02,N
12/20/2025,19:00,REGUP,1.27,N
12/20/2025,20:00,ECRS,1.09,N
12/20/2025,20:00,NSPIN,3.06,N
12/20/2025,20:00,RRS,1,N
12/20/2025,20:00,REGDN,1.14,N
12/20/2025,20:00,REGUP,1,N
12/20/2025,21:00,ECRS,1.02,N
12/20/2025,21:00,NSPIN,3,N
12/20/2025,21:00,RRS,1,N
12/20/2025,21:00,REGUP,1.35,N
12/20/2025,21:00,REGDN,1.33,N
12/20/2025,22:00,NSPIN,3,N
12/20/2025,22:00,ECRS,1.09,N
12/20/2025,22:00,RRS,1,N
12/20/2025,22:00,REGDN,0.93,N
12/20/2025,22:00,REGUP,1.75,N
12/20/2025,23:00,ECRS,1.01,N
12/20/2025,23:00,NSPIN,3,N
12/20/2025,23:00,RRS,1,N
12/20/2025,23:00,REGUP,0.95,N
12/20/2025,23:00,REGDN,1.1,N
12/20/2025,24:00,ECRS,2.22,N
12/20/2025,24:00,NSPIN,3,N
12/20/2025,24:00,RRS,1.42,N
12/20/2025,24:00,REGUP,3.03,N
12/20/2025,24:00,REGDN,1,N
12/21/2025,01:00,ECRS,0.45,N
12/21/2025,01:00,REGDN,0.67,N
12/21/2025,01:00,REGUP,0.35,N
12/21/2025,01:00,NSPIN,3,N
12/21/2025,01:00,RRS,0.35,N
12/21/2025,02:00,ECRS,0.34,N
12/21/2025,02:00,NSPIN,3,N
12/21/2025,02:00,RRS,0.25,N
12/21/2025,02:00,REGUP,2.35,N
12/21/2025,02:00,REGDN,1.2,N
12/21/2025,03:00,NSPIN,2.45,N
12/21/2025,03:00,ECRS,0.64,N
12/21/2025,03:00,RRS,0.49,N
12/21/2025,03:00,REGDN,1.2,N
12/21/2025,03:00,REGUP,1.51,N
12/21/2025,04:00,ECRS,0.5,N
12/21/2025,04:00,NSPIN,2.6,N
12/21/2025,04:00,RRS,0.44,N
12/21/2025,04:00,REGUP,1.11,N
12/21/2025,04:00,REGDN,1.2,N
12/21/2025,05:00,ECRS,0.49,N
12/21/2025,05:00,RRS,0.49,N
12/21/2025,05:00,NSPIN,3,N
12/21/2025,05:00,REGUP,1.26,N
12/21/2025,05:00,REGDN,1.24,N
12/21/2025,06:00,ECRS,0.44,N
12/21/2025,06:00,REGDN,1.2,N
12/21/2025,06:00,REGUP,1.09,N
12/21/2025,06:00,RRS,0.44,N
12/21/2025,06:00,NSPIN,2.99,N
12/21/2025,07:00,ECRS,0.49,N
12/21/2025,07:00,REGDN,2.08,N
12/21/2025,07:00,REGUP,0.47,N
12/21/2025,07:00,RRS,0.49,N
12/21/2025,07:00,NSPIN,3,N
12/21/2025,08:00,ECRS,0.74,N
12/21/2025,08:00,NSPIN,3,N
12/21/2025,08:00,RRS,0.74,N
12/21/2025,08:00,REGUP,0.7,N
12/21/2025,08:00,REGDN,0.05,N
12/21/2025,09:00,ECRS,1,N
12/21/2025,09:00,REGDN,1.2,N
12/21/2025,09:00,REGUP,1.99,N
12/21/2025,09:00,RRS,1,N
12/21/2025,09:00,NSPIN,3,N
12/21/2025,10:00,ECRS,1,N
12/21/2025,10:00,NSPIN,1.73,N
12/21/2025,10:00,RRS,0.96,N
12/21/2025,10:00,REGDN,1.3,N
12/21/2025,10:00,REGUP,1.29,N
12/21/2025,11:00,NSPIN,1.7,N
12/21/2025,11:00,ECRS,0.6,N
12/21/2025,11:00,RRS,0.5,N
12/21/2025,11:00,REGDN,1.4,N
12/21/2025,11:00,REGUP,0.9,N
12/21/2025,12:00,ECRS,0.41,N
12/21/2025,12:00,RRS,0.41,N
12/21/2025,12:00,NSPIN,1.99,N
12/21/2025,12:00,REGUP,0.79,N
12/21/2025,12:00,REGDN,1.39,N
12/21/2025,13:00,ECRS,0.4,N
12/21/2025,13:00,NSPIN,1.99,N
12/21/2025,13:00,RRS,0.4,N
12/21/2025,13:00,REGUP,0.97,N
12/21/2025,13:00,REGDN,1.07,N
12/21/2025,14:00,ECRS,0.53,N
12/21/2025,14:00,NSPIN,1.5,N
12/21/2025,14:00,RRS,0.49,N
12/21/2025,14:00,REGUP,1.36,N
12/21/2025,14:00,REGDN,1.04,N
12/21/2025,15:00,ECRS,0.63,N
12/21/2025,15:00,NSPIN,1.17,N
12/21/2025,15:00,RRS,0.44,N
12/21/2025,15:00,REGUP,1.96,N
12/21/2025,15:00,REGDN,3.35,N
12/21/2025,16:00,NSPIN,1.25,N
12/21/2025,16:00,ECRS,0.69,N
12/21/2025,16:00,RRS,0.5,N
12/21/2025,16:00,REGDN,4.55,N
12/21/2025,16:00,REGUP,1.64,N
12/21/2025,17:00,ECRS,0.84,N
12/21/2025,17:00,NSPIN,1.68,N
12/21/2025,17:00,RRS,0.65,N
12/21/2025,17:00,REGUP,2.54,N
12/21/2025,17:00,REGDN,8.29,N
12/21/2025,18:00,ECRS,7.99,N
12/21/2025,18:00,RRS,4.5,N
12/21/2025,18:00,NSPIN,8.2,N
12/21/2025,18:00,REGUP,11.73,N
12/21/2025,18:00,REGDN,0.01,N
12/21/2025,19:00,NSPIN,9.13,N
12/21/2025,19:00,ECRS,2,N
12/21/2025,19:00,RRS,1.97,N
12/21/2025,19:00,REGDN,0.03,N
12/21/2025,19:00,REGUP,1.92,N
12/21/2025,20:00,ECRS,3.67,N
12/21/2025,20:00,NSPIN,5.88,N
12/21/2025,20:00,RRS,3.48,N
12/21/2025,20:00,REGDN,0.02,N
12/21/2025,20:00,REGUP,3.6,N
12/21/2025,21:00,ECRS,3.19,N
12/21/2025,21:00,NSPIN,6.4,N
12/21/2025,21:00,RRS,3,N
12/21/2025,21:00,REGUP,3.1,N
12/21/2025,21:00,REGDN,1.87,N
12/21/2025,22:00,NSPIN,4.55,N
12/21/2025,22:00,ECRS,3,N
12/21/2025,22:00,RRS,2.91,N
12/21/2025,22:00,REGDN,1,N
12/21/2025,22:00,REGUP,3.01,N
12/21/2025,23:00,ECRS,3,N
12/21/2025,23:00,NSPIN,4.73,N
12/21/2025,23:00,RRS,3,N
12/21/2025,23:00,REGUP,3.07,N
12/21/2025,23:00,REGDN,1.14,N
12/21/2025,24:00,ECRS,3,N
12/21/2025,24:00,NSPIN,4.82,N
12/21/2025,24:00,RRS,3.18,N
12/21/2025,24:00,REGUP,3.7,N
12/21/2025,24:00,REGDN,0.76,N
12/22/2025,01:00,ECRS,0.64,N
12/22/2025,01:00,REGDN,0.97,N
12/22/2025,01:00,REGUP,1.05,N
12/22/2025,01:00,NSPIN,3.1,N
12/22/2025,01:00,RRS,0.55,N
12/22/2025,02:00,ECRS,0.4,N
12/22/2025,02:00,NSPIN,3.1,N
12/22/2025,02:00,RRS,0.31,N
12/22/2025,02:00,REGUP,0.29,N
12/22/2025,02:00,REGDN,1,N
12/22/2025,03:00,NSPIN,3,N
12/22/2025,03:00,ECRS,0.51,N
12/22/2025,03:00,RRS,0.5,N
12/22/2025,03:00,REGDN,0.02,N
12/22/2025,03:00,REGUP,1.21,N
12/22/2025,04:00,ECRS,0.5,N
12/22/2025,04:00,NSPIN,3,N
12/22/2025,04:00,RRS,0.49,N
12/22/2025,04:00,REGUP,0.49,N
12/22/2025,04:00,REGDN,1,N
12/22/2025,05:00,ECRS,0.58,N
12/22/2025,05:00,RRS,0.49,N
12/22/2025,05:00,NSPIN,3,N
12/22/2025,05:00,REGUP,1.39,N
12/22/2025,05:00,REGDN,1.04,N
12/22/2025,06:00,ECRS,0.59,N
12/22/2025,06:00,REGDN,1.13,N
12/22/2025,06:00,REGUP,1.76,N
12/22/2025,06:00,RRS,0.5,N
12/22/2025,06:00,NSPIN,2.74,N
12/22/2025,07:00,ECRS,0.78,N
12/22/2025,07:00,REGDN,0.01,N
12/22/2025,07:00,REGUP,0.72,N
12/22/2025,07:00,RRS,0.78,N
12/22/2025,07:00,NSPIN,3,N
12/22/2025,08:00,ECRS,2,N
12/22/2025,08:00,NSPIN,3,N
12/22/2025,08:00,RRS,2,N
12/22/2025,08:00,REGUP,5,N
12/22/2025,08:00,REGDN,0.01,N
12/22/2025,09:00,ECRS,3,N
12/22/2025,09:00,REGDN,5.37,N
12/22/2025,09:00,REGUP,2.91,N
12/22/2025,09:00,RRS,2.91,N
12/22/2025,09:00,NSPIN,2.6,N
12/22/2025,10:00,ECRS,2.09,N
12/22/2025,10:00,NSPIN,1.99,N
12/22/2025,10:00,RRS,1.97,N
12/22/2025,10:00,REGDN,2.86,N
12/22/2025,10:00,REGUP,2.66,N
12/22/2025,11:00,NSPIN,1.73,N
12/22/2025,11:00,ECRS,1.55,N
12/22/2025,11:00,RRS,1.25,N
12/22/2025,11:00,REGDN,1.94,N
12/22/2025,11:00,REGUP,1.93,N
12/22/2025,12:00,ECRS,0.83,N
12/22/2025,12:00,RRS,0.83,N
12/22/2025,12:00,NSPIN,1.9,N
12/22/2025,12:00,REGUP,1.13,N
12/22/2025,12:00,REGDN,1.52,N
12/22/2025,13:00,ECRS,0.34,N
12/22/2025,13:00,NSPIN,1.9,N
12/22/2025,13:00,RRS,0.25,N
12/22/2025,13:00,REGUP,0.74,N
12/22/2025,13:00,REGDN,1.21,N
12/22/2025,14:00,ECRS,0.53,N
12/22/2025,14:00,NSPIN,1.31,N
12/22/2025,14:00,RRS,0.34,N
12/22/2025,14:00,REGUP,1.3,N
12/22/2025,14:00,REGDN,3.16,N
12/22/2025,15:00,ECRS,0.63,N
12/22/2025,15:00,NSPIN,1.17,N
12/22/2025,15:00,RRS,0.44,N
12/22/2025,15:00,REGUP,1,N
12/22/2025,15:00,REGDN,3.34,N
12/22/2025,16:00,NSPIN,1.12,N
12/22/2025,16:00,ECRS,0.79,N
12/22/2025,16:00,RRS,0.49,N
12/22/2025,16:00,REGDN,7.95,N
12/22/2025,16:00,REGUP,1.02,N
12/22/2025,17:00,ECRS,0.76,N
12/22/2025,17:00,NSPIN,1.3,N
12/22/2025,17:00,RRS,0.57,N
12/22/2025,17:00,REGUP,1.01,N
12/22/2025,17:00,REGDN,8,N
12/22/2025,18:00,ECRS,1,N
12/22/2025,18:00,RRS,1,N
12/22/2025,18:00,NSPIN,3,N
12/22/2025,18:00,REGUP,0.97,N
12/22/2025,18:00,REGDN,0.01,N
12/22/2025,19:00,NSPIN,3.99,N
12/22/2025,19:00,ECRS,1,N
12/22/2025,19:00,RRS,1,N
12/22/2025,19:00,REGDN,0.03,N
12/22/2025,19:00,REGUP,0.99,N
12/22/2025,20:00,ECRS,1.09,N
12/22/2025,20:00,NSPIN,3.5,N
12/22/2025,20:00,RRS,1,N
12/22/2025,20:00,REGDN,0.02,N
12/22/2025,20:00,REGUP,2,N
12/22/2025,21:00,ECRS,1,N
12/22/2025,21:00,NSPIN,3.19,N
12/22/2025,21:00,RRS,1,N
12/22/2025,21:00,REGUP,1.81,N
12/22/2025,21:00,REGDN,1.29,N
12/22/2025,22:00,NSPIN,3,N
12/22/2025,22:00,ECRS,1,N
12/22/2025,22:00,RRS,1,N
12/22/2025,22:00,REGDN,0.97,N
12/22/2025,22:00,REGUP,1.87,N
12/22/2025,23:00,ECRS,1.15,N
12/22/2025,23:00,NSPIN,3,N
12/22/2025,23:00,RRS,1,N
12/22/2025,23:00,REGUP,1.77,N
12/22/2025,23:00,REGDN,0.98,N
12/22/2025,24:00,ECRS,1,N
12/22/2025,24:00,NSPIN,3,N
12/22/2025,24:00,RRS,0.95,N
12/22/2025,24:00,REGUP,1.45,N
12/22/2025,24:00,REGDN,0.88,N
12/23/2025,01:00,ECRS,0.48,N
12/23/2025,01:00,REGDN,0.5,N
12/23/2025,01:00,REGUP,0.39,N
12/23/2025,01:00,NSPIN,3,N
12/23/2025,01:00,RRS,0.39,N
12/23/2025,02:00,ECRS,0.38,N
12/23/2025,02:00,NSPIN,3,N
12/23/2025,02:00,RRS,0.29,N
12/23/2025,02:00,REGUP,0.35,N
12/23/2025,02:00,REGDN,0.33,N
12/23/2025,03:00,NSPIN,2.7,N
12/23/2025,03:00,ECRS,0.38,N
12/23/2025,03:00,RRS,0.29,N
12/23/2025,03:00,REGDN,0.75,N
12/23/2025,03:00,REGUP,0.38,N
12/23/2025,04:00,ECRS,0.43,N
12/23/2025,04:00,NSPIN,2,N
12/23/2025,04:00,RRS,0.34,N
12/23/2025,04:00,REGUP,0.59,N
12/23/2025,04:00,REGDN,1.13,N
12/23/2025,05:00,ECRS,0.35,N
12/23/2025,05:00,RRS,0.34,N
12/23/2025,05:00,NSPIN,2.05,N
12/23/2025,05:00,REGUP,0.61,N
12/23/2025,05:00,REGDN,0.7,N
12/23/2025,06:00,ECRS,0.36,N
12/23/2025,06:00,REGDN,1.08,N
12/23/2025,06:00,REGUP,0.7,N
12/23/2025,06:00,RRS,0.35,N
12/23/2025,06:00,NSPIN,2.1,N
12/23/2025,07:00,ECRS,0.49,N
12/23/2025,07:00,REGDN,0.66,N
12/23/2025,07:00,REGUP,0.4,N
12/23/2025,07:00,RRS,0.49,N
12/23/2025,07:00,NSPIN,2.91,N
12/23/2025,08:00,ECRS,1,N
12/23/2025,08:00,NSPIN,3,N
12/23/2025,08:00,RRS,1,N
12/23/2025,08:00,REGUP,2.14,N
12/23/2025,08:00,REGDN,0.01,N
12/23/2025,09:00,ECRS,0.85,N
12/23/2025,09:00,REGDN,1,N
12/23/2025,09:00,REGUP,1,N
12/23/2025,09:00,RRS,1,N
12/23/2025,09:00,NSPIN,2.97,N
12/23/2025,10:00,ECRS,1,N
12/23/2025,10:00,NSPIN,1.67,N
12/23/2025,10:00,RRS,1,N
12/23/2025,10:00,REGDN,0.74,N
12/23/2025,10:00,REGUP,1.47,N
12/23/2025,11:00,NSPIN,1.74,N
12/23/2025,11:00,ECRS,0.74,N
